UID,organisationunitname,lga,ward,year,ANC1,ANCA,IPT1,IPT3,IPT1_per_ANC1,IPT3_per_ANC1,IPT3_per_IPT1,ANC1_per_Preg,IPT3_per_Preg,LLIN_per_Preg
50995870,NA,Ikom,Ikom 2,2025,9,19,9,2,1,0.2222222222222222,0.2222222222222222,0.03279616118393316,0.007288035818651813,0
33562552,NA,Ikom,Ikom 2,2025,4,7,4,3,1,0.75,0.75,0.021321985542463912,0.015991489156847935,0
81516142,NA,Ikom,Ikom 1,2025,8,68,11,17,1.375,2.125,1.5454545454545454,0.12148428694717271,0.258154109762742,0
40371979,NA,Ikom,Ikom 2,2025,7,12,7,2,1,0.2857142857142857,0.2857142857142857,0.014075072073051375,0.004021449163728964,0
61091198,NA,Ikom,Ikom 2,2025,862,3241,854,369,0.9907192575406032,0.4280742459396752,0.43208430913348944,3.3047313529220013,1.4146703819352882,0
36329289,NA,Ikom,Ikom 2,2025,22,41,17,11,0.7727272727272727,0.5,0.6470588235294118,0.14277286842549472,0.07138643421274736,0
47408700,NA,Ikom,Ikom 1,2025,93,567,88,114,0.946236559139785,1.2258064516129032,1.2954545454545454,0.23127659075433415,0.2835003370536999,0
22097353,NA,Ikom,Ikom 2,2025,12,30,10,6,0.8333333333333334,0.5,0.6,0.05389992671540123,0.026949963357700616,0
77021483,NA,Ikom,Ikom 1,2025,4,32,4,14,1,3.5,3.5,0.019613982171569375,0.06864893760049282,0
38582653,NA,Akamkpa,Ojuk North,2025,71,190,60,19,0.8450704225352113,0.2676056338028169,0.31666666666666665,0.951516225187444,0.2546311025149498,0.12061473277023939
53065048,NA,Akamkpa,Ikpai,2025,218,730,181,55,0.8302752293577982,0.25229357798165136,0.30386740331491713,9.73450506882108,2.455953113693392,0
57680078,NA,Akamkpa,Ikpai,2025,0,0,0,0,NA,NA,NA,0,0,0
36713232,NA,Akamkpa,Ikpai,2025,87,304,80,37,0.9195402298850575,0.42528735632183906,0.4625,1.0649579654133385,0.45291315770452334,0.07344537692505783
35175103,NA,Etung,Itaka,2025,115,316,94,78,0.8173913043478261,0.6782608695652174,0.8297872340425532,3.8163415513613868,2.588475139184245,0
27205027,NA,Etung,Itaka,2025,31,83,30,19,0.967741935483871,0.6129032258064516,0.6333333333333333,2.338956121204926,1.433553751706245,0
61256835,NA,Etung,Ajassor,2025,39,208,39,44,1,1.1282051282051282,1.1282051282051282,0.9940986341909047,1.1215471770358925,0
36074586,NA,Etung,Ajassor,2025,19,69,21,19,1.105263157894737,1,0.9047619047619048,0.31531211876612525,0.31531211876612525,0
48354874,NA,Etung,Ajassor,2025,99,220,99,40,1,0.40404040404040403,0.40404040404040403,1.5142160797309407,0.611804476658966,0
83020646,NA,Etung,Ajassor,2025,318,760,280,124,0.8805031446540881,0.389937106918239,0.44285714285714284,1.4551438422406835,0.5674145799932225,1.4551438422406835
78313234,NA,Ikom,Ikom 2,2025,60,232,48,46,0.8,0.7666666666666667,0.9583333333333334,0.14609774655932672,0.1120082723621505,0
25992199,NA,Akamkpa,Ikpai,2025,9,23,9,2,1,0.2222222222222222,0.2222222222222222,0.3502727884506436,0.07783839743347636,0
45178320,NA,Etung,Etomi,2025,58,143,58,26,1,0.4482758620689655,0.4482758620689655,2.0970408698685286,0.9400528037341679,0
36900056,NA,Etung,Agbokim,2025,61,154,66,24,1.0819672131147542,0.39344262295081966,0.36363636363636365,0.5255836476432827,0.20678700890883253,0
84122177,NA,Etung,Etomi,2025,193,544,184,100,0.9533678756476683,0.5181347150259067,0.5434782608695652,1.2023018311035214,0.622954316633949,0.2491817266535796
66846187,NA,Etung,Abia,2025,217,697,210,117,0.967741935483871,0.5391705069124424,0.5571428571428572,2.544798667568519,1.3720803875830263,0
41962712,NA,Akamkpa,Ikpai,2025,23,52,23,4,1,0.17391304347826086,0.17391304347826086,0.3287781541573196,0.057178809418664274,0
20339737,NA,Etung,Abia,2025,41,154,42,40,1.024390243902439,0.975609756097561,0.9523809523809523,0.9551109902146911,0.9318156002094549,0
37261806,NA,Etung,Agbokim,2025,192,649,152,109,0.7916666666666666,0.5677083333333334,0.7171052631578947,2.0461749318459095,1.1616305602666883,1.6412028099180733
61500824,NA,Etung,Agbokim,2025,35,102,35,26,1,0.7428571428571429,0.7428571428571429,0.8343144045236023,0.6197764147889617,0
36449773,NA,Etung,Bendeghe Etiem,2025,32,67,25,11,0.78125,0.34375,0.44,0.18587152463169287,0.06389333659214443,0
74808688,NA,Etung,Ekim,2025,35,106,42,17,1.2,0.4857142857142857,0.40476190476190477,2.6262935279113977,1.275628284985536,0
28978739,NA,Obanliku,Becheve,2025,2,27,4,7,2,3.5,1.75,0.027515970682756703,0.09630589738964845,0
70143463,NA,Ikom,Ikom 2,2025,44,132,39,9,0.8863636363636364,0.20454545454545456,0.23076923076923078,0.1793886842125563,0.03669313995256833,0.11823345095827574
24706037,NA,Etung,Bendeghe Etiem,2025,32,74,24,8,0.75,0.25,0.3333333333333333,0.4527343925113932,0.1131835981278483,0
32455378,NA,Ikom,Akparabong,2025,11,28,11,3,1,0.2727272727272727,0.2727272727272727,0.16313530589354638,0.044491447061876285,0
14174127,NA,Boki,Abo,2025,75,148,59,4,0.7866666666666666,0.05333333333333334,0.06779661016949153,0.49039890130780117,0.026154608069749393,0.019615956052312047
37276883,NA,Etung,Abia,2025,22,95,25,23,1.1363636363636365,1.0454545454545454,0.92,0.7481565710927723,0.7821636879606256,0
29660378,NA,Boki,Abo,2025,169,487,165,72,0.9763313609467456,0.4260355029585799,0.43636363636363634,1.512550976074329,0.6444004158423177,1.1366507334996436
78240912,NA,Etung,Bendeghe Etiem,2025,260,799,218,147,0.8384615384615385,0.5653846153846154,0.6743119266055045,1.681976523136588,0.9509636496195325,0
61707734,NA,Boki,Abo,2025,24,65,26,9,1.0833333333333333,0.375,0.34615384615384615,0.9460523362424816,0.3547696260909306,0
37236937,NA,Boki,Abo,2025,59,123,57,4,0.9661016949152542,0.06779661016949153,0.07017543859649122,0.8019850305220912,0.054371866476073984,0
72727568,NA,Boki,Boje,2025,117,265,115,41,0.9829059829059829,0.3504273504273504,0.3565217391304348,2.1020324002372557,0.7366096445275853,0
73541375,NA,Boki,Boje,2025,148,651,165,109,1.114864864864865,0.7364864864864865,0.6606060606060606,0.8704900099285127,0.641104128933837,0
13801945,NA,Ikom,Abanyom,2025,24,138,28,37,1.1666666666666667,1.5416666666666667,1.3214285714285714,0.2626356891421064,0.404896687427414,0.17509045942807092
21721549,NA,Ikom,Akparabong,2025,82,104,67,11,0.8170731707317073,0.13414634146341464,0.16417910447761194,0.43808734201152977,0.05876781417227838,0.3953471135226
67569873,NA,Boki,Buentsebe,2025,78,139,75,16,0.9615384615384616,0.20512820512820512,0.21333333333333335,32.15066294066096,6.5950077826996845,0
56690053,NA,Boki,Boje,2025,88,187,87,20,0.9886363636363636,0.22727272727272727,0.22988505747126436,1.6341485526848065,0.37139739833745605,0
48509922,NA,Boki,Boje,2025,109,173,92,16,0.8440366972477065,0.14678899082568808,0.17391304347826086,0.84608136251339,0.12419542935976367,0
26364354,NA,Boki,Boje,2025,89,178,74,38,0.8314606741573034,0.42696629213483145,0.5135135135135135,1.1223317868593528,0.4791978415803978,0
79097239,NA,Boki,Ogep,2025,27,89,27,14,1,0.5185185185185185,0.5185185185185185,0.4719788827008322,0.24472979103006115,0
45407466,NA,Boki,Ekpashi,2025,103,317,88,53,0.8543689320388349,0.5145631067961165,0.6022727272727273,0.964299452986358,0.49619292241045604,0
20198729,NA,Boki,Ekpashi,2025,95,200,90,41,0.9473684210526315,0.43157894736842106,0.45555555555555555,1.6954116492405416,0.7317039749353916,0
30239383,NA,Boki,Ekpashi,2025,65,150,60,13,0.9230769230769231,0.2,0.21666666666666667,3.231271823717156,0.6462543647434312,0
57407332,NA,Boki,Alanku,2025,41,172,45,39,1.0975609756097562,0.9512195121951219,0.8666666666666667,1.248986318640778,1.188060156755862,0
52913031,NA,Boki,Boje,2025,42,139,45,31,1.0714285714285714,0.7380952380952381,0.6888888888888889,1.6604170169748682,1.2255458934814503,0
17234043,NA,Boki,Boje,2025,87,179,85,25,0.9770114942528736,0.28735632183908044,0.29411764705882354,0.5766759968455579,0.1657114933464247,0
18510180,NA,Boki,Boje,2025,47,81,48,0,1.0212765957446808,0,0,3.740132599942838,0,0
19930722,NA,Boki,Ogep,2025,106,406,89,84,0.839622641509434,0.7924528301886793,0.9438202247191011,0.9144740619624956,0.7246775585363172,0.12077959308938621
58658842,NA,Boki,Ogep,2025,113,386,106,72,0.9380530973451328,0.6371681415929203,0.6792452830188679,0.7966372568970727,0.5075918805007897,0
56316974,NA,Boki,Abo,2025,23,45,24,2,1.0434782608695652,0.08695652173913043,0.08333333333333333,1.2418473348385901,0.10798672476857306,0
12780089,NA,Boki,Boje,2025,40,108,32,7,0.8,0.175,0.21875,1.07318300430332,0.18780702575308098,0
21512308,NA,Boki,Abo,2025,40,127,35,18,0.875,0.45,0.5142857142857142,2.0269549944083693,0.9121297474837662,0
84833847,NA,Boki,Abo,2025,44,91,44,16,1,0.36363636363636365,0.36363636363636365,3.3811734611684856,1.2295176222430857,0
74634100,NA,Boki,Abo,2025,90,238,87,48,0.9666666666666667,0.5333333333333333,0.5517241379310345,1.5898819929583738,0.8479370629111328,0
76707071,NA,Boki,Buentsebe,2025,69,160,68,20,0.9855072463768116,0.2898550724637681,0.29411764705882354,1.1869001953561835,0.3440290421322271,0
85111683,NA,Boki,Abo,2025,85,188,70,34,0.8235294117647058,0.4,0.4857142857142857,2.508736289546451,1.0034945158185804,0
84543743,NA,Boki,Boje,2025,95,215,87,26,0.9157894736842105,0.2736842105263158,0.2988505747126437,1.4435285973788843,0.3950709845457999,0
20295023,NA,Boki,Buentsebe,2025,68,109,40,16,0.5882352941176471,0.23529411764705882,0.4,1.2568272563446954,0.2957240603163989,0.018482753769774932
18469039,NA,Boki,Buentsebe,2025,19,39,22,0,1.1578947368421053,0,0,0.32721783313270053,0,0
74330111,NA,Boki,Abo,2025,72,125,77,9,1.0694444444444444,0.125,0.11688311688311688,2.996820076651582,0.37460250958144775,0
55159261,NA,Boki,Buentsebe,2025,24,24,1,0,0.041666666666666664,0,0,0.479795619935945,0,0
59361639,NA,Boki,Abo,2025,80,166,79,16,0.9875,0.2,0.20253164556962025,2.5167189051822874,0.5033437810364575,0
20007545,NA,Obanliku,Becheve,2025,20,44,19,6,0.95,0.3,0.3157894736842105,0.17961375510459884,0.05388412653137965,0.0628648142866096
47409371,NA,Boki,Buentsebe,2025,0,0,0,0,NA,NA,NA,0,0,0
29996542,NA,Boki,Buentsebe,2025,22,55,21,9,0.9545454545454546,0.4090909090909091,0.42857142857142855,0.5887711030150594,0.2408609057788879,0
44421785,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
47935852,NA,Obanliku,Becheve,2025,1,1,1,0,1,0,0,0.006690727502466462,0,0
38679255,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
84844504,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
67289847,NA,Boki,Ekpashi,2025,0,0,0,0,NA,NA,NA,0,0,0
82184535,NA,Ogoja,Ekajuk 2,2025,32,91,30,17,0.9375,0.53125,0.5666666666666667,0.09315635020281826,0.0494893110452472,0
70195311,NA,Boki,Ogep,2025,39,73,23,0,0.5897435897435898,0,0,0.32229278850418824,0,0
12817291,NA,Boki,Ogep,2025,0,0,0,0,NA,NA,NA,0,0,0
66910676,NA,Boki,Ogep,2025,0,0,0,0,NA,NA,NA,0,0,0
23055228,NA,Boki,Ogep,2025,0,0,0,0,NA,NA,NA,0,0,0
37766730,NA,Boki,Ogep,2025,12,59,22,8,1.8333333333333333,0.6666666666666666,0.36363636363636365,0.22622581714858025,0.15081721143238683,0
65179389,NA,Ogoja,Ekajuk 2,2025,0,0,0,0,NA,NA,NA,0,0,0
62970374,NA,Ogoja,Nkum Ibor,2025,50,127,45,21,0.9,0.42,0.4666666666666667,0.36311391439092133,0.15250784404418696,0
66760320,NA,Boki,Oku/Borum/Njua,2025,43,156,40,32,0.9302325581395349,0.7441860465116279,0.8,1.0040744942655129,0.7472182282906141,0
65964416,NA,Ogoja,Ekajuk 2,2025,20,77,25,19,1.25,0.95,0.76,0.12835686038595878,0.12193901736666085,0
73998700,NA,Boki,Kakwagom/Bawop,2025,31,100,29,22,0.9354838709677419,0.7096774193548387,0.7586206896551724,0.4924231456067402,0.3494615872047834,0
77293310,NA,Boki,Kakwagom/Bawop,2025,78,271,86,39,1.1025641025641026,0.5,0.45348837209302323,2.572131930328533,1.2860659651642665,1.3520180659419212
35843711,NA,Boki,Kakwagom/Bawop,2025,25,53,18,4,0.72,0.16,0.2222222222222222,0.5727323760170813,0.09163718016273299,0
35193732,NA,Boki,Kakwagom/Bawop,2025,36,146,36,41,1,1.1388888888888888,1.1388888888888888,0.6445266254857951,0.7340442123588221,0
14786626,NA,Boki,Oku/Borum/Njua,2025,42,120,38,30,0.9047619047619048,0.7142857142857143,0.7894736842105263,0.894359284174902,0.63882806012493,0
17765714,NA,Boki,Oku/Borum/Njua,2025,56,163,50,48,0.8928571428571429,0.8571428571428571,0.96,0.3544975759627149,0.3038550651108985,0
87067435,NA,Boki,Ogep,2025,242,942,237,147,0.9793388429752066,0.6074380165289256,0.620253164556962,3.316135826408492,2.014346968934084,0.38368513693982553
23112454,NA,Boki,Ogep,2025,50,117,43,14,0.86,0.28,0.32558139534883723,1.5798426833181447,0.4423559513290805,0
16873452,NA,Boki,Oku/Borum/Njua,2025,109,269,89,36,0.8165137614678899,0.3302752293577982,0.4044943820224719,0.9424164112843869,0.3112567963875039,0
45008702,NA,Boki,Kakwagom/Bawop,2025,47,88,45,5,0.9574468085106383,0.10638297872340426,0.1111111111111111,0.4091178059103684,0.04352317084152855,0
75618597,NA,Boki,Bunyia/Okubuchi,2025,22,52,17,12,0.7727272727272727,0.5454545454545454,0.7058823529411765,0.5819566847958022,0.3174309189795285,0
21573384,NA,Boki,Kakwagom/Bawop,2025,0,0,0,0,NA,NA,NA,0,0,0
69101293,NA,Boki,Kakwagom/Bawop,2025,71,158,66,33,0.9295774647887324,0.4647887323943662,0.5,1.03105171083944,0.4792212177141058,0
68286808,NA,Ogoja,Mbube West 2,2025,78,254,85,46,1.0897435897435896,0.5897435897435898,0.5411764705882353,0.30846412516034455,0.18191474047917755,0
15103666,NA,Boki,Kakwagom/Bawop,2025,44,139,42,29,0.9545454545454546,0.6590909090909091,0.6904761904761905,0.914498454573321,0.6027376177869616,0
49282219,NA,Ogoja,Mbube West 1,2025,0,0,0,0,NA,NA,NA,0,0,0
26583940,NA,Boki,Oku/Borum/Njua,2025,26,98,20,17,0.7692307692307693,0.6538461538461539,0.85,1.5792149662532289,1.0325636317809572,0
25955812,NA,Boki,Buentsebe,2025,49,133,37,21,0.7551020408163265,0.42857142857142855,0.5675675675675675,0.5645579833877951,0.24195342145191218,0
81241801,NA,Boki,Buentsebe,2025,49,152,39,29,0.7959183673469388,0.5918367346938775,0.7435897435897436,1.0092470806868281,0.5973094967330207,0
33596474,NA,Ogoja,Mbube West 1,2025,12,20,12,0,1,0,0,0.04562515523074843,0,0
33617848,NA,Boki,Buda,2025,181,468,158,67,0.8729281767955801,0.3701657458563536,0.4240506329113924,1.384508526217346,0.5124976312517248,0
52788811,NA,Boki,Buda,2025,29,40,28,3,0.9655172413793104,0.10344827586206896,0.10714285714285714,4.958625295026079,0.5129612374164909,0
61848069,NA,Boki,Buda,2025,78,208,81,29,1.0384615384615385,0.3717948717948718,0.35802469135802467,0.7473305832230186,0.27785367837778896,0
14855901,NA,Boki,Buda,2025,54,94,55,3,1.0185185185185186,0.05555555555555555,0.05454545454545454,1.288533251635891,0.07158518064643839,0
48855960,NA,Boki,Buda,2025,98,309,95,62,0.9693877551020408,0.6326530612244898,0.6526315789473685,0.6884915976014304,0.4355763168498845,0
76364162,NA,Boki,Oku/Borum/Njua,2025,82,198,73,24,0.8902439024390244,0.2926829268292683,0.3287671232876712,1.5247021503693166,0.44625428791297067,0
64658656,NA,Ogoja,Mbube West 1,2025,7,11,7,0,1,0,0,0.10243930130126493,0,0
66622563,NA,Ogoja,Mbube West 1,2025,121,442,121,95,1,0.7851239669421488,0.7851239669421488,0.4157262179784711,0.3263966174211137,0
67183607,NA,Boki,Buda,2025,68,144,64,13,0.9411764705882353,0.19117647058823528,0.203125,0.5491967306952362,0.1049934926329128,0
38010431,NA,Boki,Bunyia/Okubuchi,2025,67,168,67,26,1,0.3880597014925373,0.3880597014925373,0.6972898198804246,0.2705900793565827,0
49256670,NA,Boki,Bunyia/Okubuchi,2025,157,547,143,95,0.910828025477707,0.6050955414012739,0.6643356643356644,0.7026177510499593,0.4251508684697206,0
32494646,NA,Boki,Bunyia/Okubuchi,2025,52,170,49,33,0.9423076923076923,0.6346153846153846,0.673469387755102,0.3890485684088238,0.2468962068748305,0
20782018,NA,Boki,Bunyia/Okubuchi,2025,58,174,34,35,0.5862068965517241,0.603448275862069,1.0294117647058822,0.866670914039214,0.5229910688167672,0
52460963,NA,Obudu,Alege/Ubang,2025,14,19,14,1,1,0.07142857142857142,0.07142857142857142,0.14780352754955162,0.010557394824967972,0
84855501,NA,Boki,Buda,2025,53,108,47,10,0.8867924528301887,0.18867924528301888,0.2127659574468085,1.2628119202594512,0.23826640004895305,0
22848058,NA,Boki,Bunyia/Okubuchi,2025,83,349,83,75,1,0.9036144578313253,0.9036144578313253,1.1998798833238276,1.0842288102323743,0
68945113,NA,Obudu,Alege/Ubang,2025,30,108,29,25,0.9666666666666667,0.8333333333333334,0.8620689655172413,0.48411178661328425,0.4034264888444036,0
74751056,NA,Boki,Alanku,2025,31,95,19,9,0.6129032258064516,0.2903225806451613,0.47368421052631576,0.8309203218509793,0.2412349321502843,0
40128342,NA,Obudu,Alege/Ubang,2025,27,51,27,4,1,0.14814814814814814,0.14814814814814814,0.6653691596924532,0.09857320884332642,0
39749031,NA,Obudu,Ukpe,2025,3,4,3,0,1,0,0,0.06255420767950545,0,0
45446707,NA,Obudu,Alege/Ubang,2025,16,54,18,11,1.125,0.6875,0.6111111111111112,0.30640929464029976,0.2106563900652061,0
77039655,NA,Obudu,Alege/Ubang,2025,45,130,45,35,1,0.7777777777777778,0.7777777777777778,0.9786610362017192,0.7611808059346704,0
36570764,NA,Obudu,Ukpe,2025,8,9,8,0,1,0,0,0.19160224791756092,0,0
69058057,NA,Obudu,Ukpe,2025,74,125,70,1,0.9459459459459459,0.013513513513513514,0.014285714285714285,1.052543292077172,0.014223558001042864,0
69421464,NA,Boki,Buentsebe,2025,250,480,163,32,0.652,0.128,0.19631901840490798,7.396535082718485,0.946756490587966,0
62134265,NA,Boki,Ekpashi,2025,52,122,45,20,0.8653846153846154,0.38461538461538464,0.4444444444444444,0.7949912351027894,0.305765859654919,0
81595211,NA,Boki,Alanku,2025,261,659,236,112,0.9042145593869731,0.42911877394636017,0.4745762711864407,1.2772038626952205,0.5480721556393283,0.009787002779273721
34367353,NA,Obudu,Ukpe,2025,30,68,24,6,0.8,0.2,0.25,0.6903097310419505,0.13806194620839007,0
55092998,NA,Boki,Alanku,2025,105,291,87,47,0.8285714285714286,0.44761904761904764,0.5402298850574713,0.8757294470894054,0.3919931810781148,0
86923718,NA,Obudu,Begiading,2025,10,39,10,7,1,0.7,0.7,0.4315225045269855,0.30206575316888984,0
35476093,NA,Obudu,Ukpe,2025,50,97,45,13,0.9,0.26,0.28888888888888886,1.297875602190383,0.33744765656949954,0.15574507226284595
29835303,NA,Obudu,Alege/Ubang,2025,34,121,31,26,0.9117647058823529,0.7647058823529411,0.8387096774193549,0.755495220820773,0.5777316394511794,0
41066027,NA,Obudu,Ukpe,2025,18,71,18,9,1,0.5,0.5,0.5220355464457859,0.26101777322289293,0
44542566,NA,Obudu,Ukpe,2025,3,5,3,0,1,0,0,0.17134053180704872,0,0
36432922,NA,Obudu,Ukpe,2025,10,15,10,1,1,0.1,0.1,0.2686949134906304,0.026869491349063038,0
72570591,NA,Obudu,Angiaba / Begiaka,2025,10,43,10,8,1,0.8,0.8,0.26261140861456117,0.21008912689164896,0
34814349,NA,Boki,Alanku,2025,70,131,54,13,0.7714285714285715,0.18571428571428572,0.24074074074074073,1.0223431802678569,0.18986373347831628,0
32499915,NA,Boki,Beebo/Bumaji,2025,10,15,10,0,1,0,0,0.36279690149154586,0,0
26317823,NA,Boki,Beebo/Bumaji,2025,128,308,117,52,0.9140625,0.40625,0.4444444444444444,4.2240265878992345,1.7160108013340643,0
17892251,NA,Boki,Beebo/Bumaji,2025,60,129,52,19,0.8666666666666667,0.31666666666666665,0.36538461538461536,3.26843037126614,1.0350029509009444,0
85516377,NA,Obanliku,Bendi 2,2025,15,55,15,13,1,0.8666666666666667,0.8666666666666667,0.19260900152600927,0.16692780132254137,0
63131182,NA,Obanliku,Bendi 1,2025,5,53,10,5,2,1,0.5,0.08303846177096541,0.08303846177096541,0
20029687,NA,Obudu,Angiaba / Begiaka,2025,16,59,14,14,0.875,0.875,1,0.2754089372075786,0.24098282005663127,0
72608541,NA,Obanliku,Bassang,2025,14,35,9,6,0.6428571428571429,0.42857142857142855,0.6666666666666666,0.30514256171044735,0.13077538359019172,0
41018282,NA,Obanliku,Bendi 2,2025,28,128,29,20,1.0357142857142858,0.7142857142857143,0.6896551724137931,0.25458257530713485,0.18184469664795344,0
87031495,NA,Obanliku,Bendi 2,2025,0,0,0,0,NA,NA,NA,0,0,0
32221120,NA,Obanliku,Bassang,2025,28,40,14,5,0.5,0.17857142857142858,0.35714285714285715,0.4523241975613992,0.08077217813596414,0
38181999,NA,Obanliku,Bendi 1,2025,56,207,50,38,0.8928571428571429,0.6785714285714286,0.76,0.5079047740968977,0.34464966813718056,0.08162755297985856
64720537,NA,Obanliku,Bassang,2025,19,34,13,7,0.6842105263157895,0.3684210526315789,0.5384615384615384,0.5996851778289475,0.22093664446329644,0
69012929,NA,Boki,Beebo/Bumaji,2025,31,88,31,15,1,0.4838709677419355,0.4838709677419355,0.8119464312148374,0.3928773054265342,0
18505860,NA,Obanliku,Bassang,2025,38,69,30,23,0.7894736842105263,0.6052631578947368,0.7666666666666667,1.385758753199542,0.838748719041828,0.10940200683154278
44611296,NA,Boki,Beebo/Bumaji,2025,18,34,13,8,0.7222222222222222,0.4444444444444444,0.6153846153846154,1.7510828539573997,0.7782590462032888,0
45915687,NA,Boki,Beebo/Bumaji,2025,6,7,2,1,0.3333333333333333,0.16666666666666666,0.5,0.21462915470053345,0.03577152578342224,0
69894008,NA,Obanliku,Bassang,2025,20,22,9,3,0.45,0.15,0.3333333333333333,0.874657287302897,0.13119859309543455,0
40316432,NA,Obanliku,Busi,2025,10,24,2,10,0.2,1,5,0.18880500298937705,0.18880500298937705,0
69644460,NA,Boki,Beebo/Bumaji,2025,86,180,68,20,0.7906976744186046,0.23255813953488372,0.29411764705882354,1.4193377629764816,0.33007854952941434,0
31981818,NA,Obanliku,Bassang,2025,12,43,12,7,1,0.5833333333333334,0.5833333333333334,0.5458730866168336,0.3184259671931529,0
65115919,NA,Obanliku,Bassang,2025,34,97,21,18,0.6176470588235294,0.5294117647058824,0.8571428571428571,4.128208393951214,2.1855220909153488,1.0927610454576744
85025734,NA,Obanliku,Busi,2025,18,73,19,20,1.0555555555555556,1.1111111111111112,1.0526315789473684,0.20082604959273992,0.22314005510304435,0
17794596,NA,Obanliku,Utanga,2025,22,27,10,0,0.45454545454545453,0,0,0.20740464110519893,0,0
68365417,NA,Obanliku,Bendi 1,2025,22,90,19,21,0.8636363636363636,0.9545454545454546,1.105263157894737,0.8690326935502091,0.8295312074797451,0
28103509,NA,Obanliku,Utanga,2025,37,78,24,6,0.6486486486486487,0.16216216216216217,0.25,2.4900553386814157,0.4037927576240134,0
20773013,NA,Obanliku,Bassang,2025,41,66,20,6,0.4878048780487805,0.14634146341463414,0.3,2.0218141227932342,0.2958752374819367,0
53681739,NA,Obanliku,Bassang,2025,5,11,4,0,0.8,0,0,0.13446471382270114,0,0
30412104,NA,Obanliku,Utanga,2025,8,21,10,3,1.25,0.375,0.3,0.0789716367222028,0.029614363770826047,0
42226435,NA,Boki,Beebo/Bumaji,2025,10,31,12,4,1.2,0.4,0.3333333333333333,0.1805486987280552,0.07221947949122208,0
23928810,NA,Obanliku,Becheve,2025,20,38,18,3,0.9,0.15,0.16666666666666666,0.1174276731136779,0.017614150967051684,0
76333284,NA,Obanliku,Utanga,2025,1,4,0,0,0,0,NA,0.007491024011776813,0,0
34249540,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
68514600,NA,Obanliku,Utanga,2025,133,278,104,28,0.7819548872180451,0.21052631578947367,0.2692307692307692,1.8672840590654651,0.39311243348746633,0.07019864883704756
29174963,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
70279185,NA,Obanliku,Utanga,2025,85,145,69,19,0.8117647058823529,0.2235294117647059,0.2753623188405797,0.5331409552595077,0.11917268411683113,0
16600966,NA,Obanliku,Becheve,2025,29,103,17,6,0.5862068965517241,0.20689655172413793,0.35294117647058826,0.24213144181710675,0.050096160375953123,0.17533656131583591
85044267,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
37815182,NA,Obanliku,Becheve,2025,0,0,0,0,NA,NA,NA,0,0,0
17898204,NA,Obanliku,Becheve,2025,0,7,3,0,NA,NA,0,0,0,0
48347891,NA,Obudu,Alege/Ubang,2025,30,90,24,20,0.8,0.6666666666666666,0.8333333333333334,0.8534980273910576,0.5689986849273717,0
42024640,NA,Yala,Wanikade,2025,41,76,43,13,1.048780487804878,0.3170731707317073,0.3023255813953488,0.4049950361331975,0.1284130602373553,0
13035300,NA,Yala,Wanokom,2025,8,29,10,5,1.25,0.625,0.5,0.14462466844932154,0.09039041778082595,0
63277425,NA,Yala,Wanikade,2025,14,25,13,0,0.9285714285714286,0,0,0.24971389440747926,0,0
82923915,NA,Yala,Wanokom,2025,23,40,23,3,1,0.13043478260869565,0.13043478260869565,0.1513063552676015,0.019735611556643676,0
18622353,NA,Yala,Wanikade,2025,44,93,46,15,1.0454545454545454,0.3409090909090909,0.32608695652173914,0.8705322769847791,0.296772367153902,0
16114012,NA,Yala,Wanikade,2025,30,38,22,0,0.7333333333333333,0,0,0.2564430245771949,0,0
82513497,NA,Yala,Wanikade,2025,21,36,15,6,0.7142857142857143,0.2857142857142857,0.4,0.4113176288682236,0.11751932253377816,0
60420271,NA,Yala,Wanokom,2025,8,44,8,25,1,3.125,3.125,0.06818288403273859,0.2130715126023081,0
39490944,NA,Yala,Igede,2025,108,229,94,27,0.8703703703703703,0.25,0.2872340425531915,0.8415093755925921,0.21037734389814802,0
34408840,NA,Yala,Wanokom,2025,10,13,10,2,1,0.2,0.2,0.2379970191784924,0.04759940383569848,0
52057206,NA,Yala,Wanokom,2025,21,43,15,2,0.7142857142857143,0.09523809523809523,0.13333333333333333,0.32108313508423103,0.030579346198498194,0
51388965,NA,Yala,Wanokom,2025,124,194,108,14,0.8709677419354839,0.11290322580645161,0.12962962962962962,0.6977890831700261,0.0787826384224223,0.14631061421306998
72952157,NA,Yala,Igede,2025,16,97,15,29,0.9375,1.8125,1.9333333333333333,0.146105400655538,0.2648160386881626,0
19360280,NA,Yala,Wanihem,2025,17,39,15,6,0.8823529411764706,0.35294117647058826,0.4,0.09092582832405685,0.032091468820255355,0
38219386,NA,Yala,Wanikade,2025,31,31,24,0,0.7741935483870968,0,0,1.8027339320530305,0,0
15518542,NA,Yala,Wanikade,2025,131,228,87,42,0.6641221374045801,0.32061068702290074,0.4827586206896552,0.44933092074421854,0.14406029520043648,0
